order_id,order_name,order_status,order_country,delivery_cost,product_code,product_name,product_price,qt,delivery
3478,YP4346-1,Awaiting payment,Malaysia,18.21,N3A1-15-350B,"Tank,Sub-Radiator",143.06,1,Japan Post
3229,YP4053-1,Paid,Australia,250.78,72771-0C002,Mldg Ws Lower,105.94,1,DHL Express
3876,YP4849-2,Paid,Mexico,27.89,68172-35010,"Weatherstrip, Front Door Glass, Inner Lh",40.94,1,FedEx Priority
3964,YP2824-8,On hold,Saudi Arabia,91.64,26590-32J02,Lamp Assy-Stop,113.28,1,FedEx Priority
3567,YP4477-1,Paid,France,26.26,75720-42031,"Moulding Assy, Front Door Belt, Lh",34.43,1,FedEx Priority
3382,YP4238-1,Сanceled,Saint Lucia,83.51,47201-48202,"Cylinder Sub-Assy, Brake Master",242.8,1,FedEx Priority
3779,YP4741-1,Сanceled,Barbados,50.77,90450-AZ000,Back Door Stay,140.73,1,FedEx Priority
4088,YP5116-1,Paid,United States,24.89,63495-60040,"Cover, Roof Rack Leg, Center",24.07,1,FedEx Priority
3617,YP4553-1,Paid,United States,22.88,Y602-17-108,"Ball,Steel",1.55,1,FedEx Priority
3129,YP3932-1,Paid,Chile,41.95,MB538854,"Cover,Radiator,Upr",24.66,1,Express Mail Service
3586,YP2895-2,Paid,Canada,22.82,23280-21010,"Regulator Assy, Fuel Pressure",79.54,1,FedEx Priority
3903,YP4896-1,Paid,United States,43.67,81170-28E50,"Unit Assy, Headlamp, Lh",401.39,1,FedEx Priority
3961,YP2824-6,On hold,Saudi Arabia,171.4,46370-01J00,Plate Assy-Heat,16.14,1,FedEx Priority
3876,YP4849-2,Paid,Mexico,27.89,74631-12070-E0,"Hook, Coat",9.85,1,FedEx Priority
3981,YP4987-1,On hold,United States,22.68,17880-89103,"Hose, Air Cleaner, No.2",51.13,1,FedEx Priority
4131,YP3334-2,Awaiting payment,New Zealand,27.79,90919-05034,"Sensor, Crank Position",98.61,1,Japan Post
4038,YP1769-3,Сanceled,Jamaica,131.6,SZ910-49326,"Belt, V(For Fan & Alternator)",74.05,2,FedEx Priority
3121,YP3920-1,Сanceled,Malaysia,24.99,33034-0K100,"Gear, 3Rd",112.22,1,FedEx Priority
3285,YP3634-13,Awaiting payment,Saudi Arabia,401.53,41110-35D30,"Carrier Assy, Differential, Rear",1744.07,1,DHL Express
3926,YP4382-1,On hold,Brunei,19.97,68260-08U00,Cluster Lid,154.62,1,Japan Post
4079,YP5108-1,Awaiting payment,Australia,42.07,08120-61628,Bolt-Hex,1.9,6,Japan Post
4158,YP1652-2,On hold,Sri Lanka,33.67,35975-22180,"Cover, Slide (For Position Indicator)",13.1,1,DHL Express
3775,YP1788-9,Awaiting payment,Israel,452.08,04111-31B50,"Gasket Kit, Engine Overhaul",407.1,1,FedEx Priority
3827,YP138-6,Awaiting payment,United States,35.87,58803-60340-C0,"Box Sub-Assy, Console Cup Holder",114.12,1,Japan Post
3387,YP4090-3,Сanceled,United States,22.76,11302-11090,"Cover, Timing Belt, No.1",46.39,1,FedEx Priority
3562,YP4470-1,Awaiting payment,Netherlands,250.96,91619-61250,Bolt (For Transmission Housing & Engine Setting),2.02,6,Express Mail Service
3243,YP4066-1,Сanceled,France,26.26,38301-60180,"Bracket Sub-Assy, Winch End",189.92,1,FedEx Priority
4023,YP5040-1,Paid,Great Britain,58.73,NF49-43-71YA,"Sensor(R),Rr-A.b.s.",77.86,1,International Economy Parcel
3512,YP4407-2,Сanceled,Ireland,27.95,75551-19036,"Moulding, Roof Drip Side Finish, Rh",41.62,1,Japan Post
3530,YP1788-7,Сanceled,Israel,147.6,11115-31090,"Gasket, Cylinder Head",60.3,1,FedEx Priority
4107,YP5141-1,Paid,United States,24.89,51447-53010,"Protector, Oil Pan",38.31,1,FedEx Priority
4028,YP5043-1,Сanceled,United States,30.76,69820-12420,"Regulator Assy, Front Door Window, Lh",297.64,1,FedEx Priority
3631,YP4572-1,Paid,Australia,32.59,81518-89121,Clip,2.76,1,DHL Express
3148,YP3880-1,Paid,Malaysia,30.48,81560-52100,"Lamp Assy, Rear Combination, Lh",269.46,1,Express Mail Service
3489,YP4134-3,Сanceled,Saint Vincent,43.8,8MD3-02-310,"Gasket Set,Partial Engine",86.74,1,DHL Express
3488,YP4368-1,Awaiting payment,Iceland,38.34,08120-82528,Bolt-Hex,1.73,1,DHL Express
3896,YP4883-1,Paid,Sweden,40.64,99132-12050,Bulb (For License Plate Lamp),1.87,2,FedEx Priority
3426,YP2088-4,Сanceled,United States,22.76,76622-19076,"Mudguard Sub-Assy, Front Fender, Lh",28.8,1,FedEx Priority
4107,YP5141-1,Paid,United States,24.89,90179-06104,"Clip, Engine Under Cover, No.2",1.02,1,FedEx Priority
3368,YP4069-1,Сanceled,United States,22.76,48815-12300,"Bush, Front Stabilizer Bar, No.1",9.69,4,FedEx Priority
3332,YP4180-1,Сanceled,Puerto Rico,25.02,90213-06013,"Washer, C(For Rear Brake)",1.7,2,FedEx Priority
3119,YP2893-1,Awaiting payment,Australia,67.73,AZ28-15-908,"Belt'v',Air Con.",16.96,1,FedEx Priority
4173,YP5217-1,Awaiting payment,United States,64.56,17169-74030,"Insulator, Exhaust Manifold Heat, No.3",44.3,1,Japan Post
3470,YP4340-1,Paid,Malaysia,18.21,84923-58010-A0,"Switch, Rear Power Seat",56.59,1,Japan Post
3329,YP4175-1,Paid,Great Britain,27.95,11060-41B00,Outlet Water,13.05,1,Japan Post
3455,YP4325-1,Сanceled,Bahrain,53.59,MN139223,"Hose,A/T Breather",5.62,1,FedEx Priority
3614,YP4550-1,Paid,Netherlands,28.59,90341-12012,Plug(For Oil Pan Drain),2.41,1,Express Mail Service
3979,YP4984-1,Awaiting payment,Saudi Arabia,60.46,48630-59085,"Arm Assy, Front Suspension, Upper Lh",293.78,1,FedEx Priority
3687,YP4649-1,Paid,United States,35.82,99780-1270H,"Bolt,Flange",3.76,2,FedEx Priority
4155,YP5193-1,Awaiting payment,Spain,92.16,74627-60010-03,"Plug, Rear Assist Grip",2.04,1,Japan Post
3323,YP3460-1,Сanceled,United States,22.82,53736-35150,"Seal, Front Fender Apron, Lh",17.33,1,FedEx Priority
3441,YP3998-3,Сanceled,Saudi Arabia,157.87,58510-89254-04,"Carpet Assy, Front Floor",458.61,1,FedEx Priority
3775,YP1788-9,Awaiting payment,Israel,452.08,13011-31210,"Ring Set, Piston",145.71,1,DHL Express
3280,YP4103-2,Awaiting payment,South Korea,73.32,44050-30250,"Actuator Assy, Brake",1348.32,1,Japan Post
3472,YP4341-1,Awaiting payment,Indonesia,52.82,75742-60110,"Moulding, Rear Door, Outside Lh",99.36,1,FedEx Priority
3202,YP4019-1,Сanceled,New Zealand,33.76,68730-32010,"Hinge Assy, Front Door, Lower Rh",40.43,1,Japan Post
4073,YP5103-1,On hold,Saudi Arabia,97.04,55311-60600-E0,"Panel Sub-Assy, Instrument",472.88,1,FedEx Priority
3344,YP4191-1,Сanceled,United States,35.71,48780-24040,"Rod Assy, Strut, Rear",89.93,2,FedEx Priority
3446,YP4315-1,Сanceled,Portugal,23.82,75441-10064,"Plate, Rear Name, No.1",34.13,1,FedEx Priority
3104,YP3887-1,Сanceled,United States,27.1,68275-35010,"Run, Back Door Glass",120.86,1,FedEx Priority
3495,YP4372-1,Paid,Malta,26.47,90467-09185,"Piece, Front Spoiler",1.2,2,Express Mail Service
3282,YP4114-1,Paid,Australia,130.97,90385-13009,"Bush, Stabilizer Link",2.75,4,FedEx Priority
3585,YP4501-1,Paid,New Zealand,58.25,90365-30023,Bearing (For Input Shaft Front),55.19,1,Express Mail Service
3837,YP4325-2,Сanceled,Bahrain,33.67,MS660159,"Clip,Vacuum Pump",2.58,1,FedEx Priority
4114,YP5145-1,On hold,United States,49.87,17705-40021,New Genuine Part,28.87,1,DHL Express
3570,YP4482-1,Сanceled,Canada,22.82,MR510273,"Band,Steering Gear",6.47,2,FedEx Priority
3638,YP583-5,Paid,Australia,29.92,67861-35080,"Weatherstrip, Front Door, Rh",55.91,1,International Express
3900,YP3538-2,Paid,Denmark,53.87,51441-35150,"Cover, Engine Under, No.1",198.76,1,FedEx Priority
3508,YP4401-1,Сanceled,United States,22.82,76622-19076,"Mudguard Sub-Assy, Front Fender, Lh",28.8,1,FedEx Priority
3119,YP2893-1,Awaiting payment,Australia,67.73,AZ29-12-205A,"Belt,Timing",87.1,1,FedEx Priority
3961,YP2824-6,On hold,Saudi Arabia,171.4,96920-02J01,Lid Assy-Floor,70.26,1,FedEx Priority
3340,YP744-1,Paid,Bhutan,488.14,48720-BZ090,"Arm Assy, Lower Control, Rh",144.3,1,DHL Express
3682,YP4623-2,Сanceled,United States,32.96,48817-30010,"Cushion, Stabilizer(For Rear)",2.56,4,FedEx Priority
3172,YP3555-1,Сanceled,United States,60.06,32135-V5010,Cover Dust,10.96,1,Japan Post
3683,YP4623-3,Paid,United States,32.96,52380-60030,"Support Assy, Front Differential",123.37,1,FedEx Priority
3876,YP4849-2,Paid,Mexico,27.89,68171-35010,"Weatherstrip, Front Door Glass, Inner Rh",40.94,1,FedEx Priority
3987,YP4989-3,Сanceled,Puerto Rico,59.7,48720-42020,"Arm Assy, Lower Control, Rh",122.47,1,FedEx Priority
3996,YP4316-3,Awaiting payment,East Timor,315.24,90520-59004,"Ring, Snap (For Transmission Coupling)",1.8599999999999999,1,DHL Express
4044,YP2771-1,On hold,United States,32.67,13564-10010,New Genuine Part,5.93,1,FedEx Priority
3986,YP4989-2,Сanceled,Puerto Rico,59.7,48720-42020,"Arm Assy, Lower Control, Rh",122.47,1,FedEx Priority
3173,YP3555-2,Paid,United States,60.06,32861-H7301,Bush-Control Le,2.33,1,Japan Post
3180,YP3268-2,Сanceled,Saudi Arabia,31.23,33504-24020-52,"Knob Sub-Assy, Shift Lever",97.84,1,FedEx Priority
3451,YP4316-2,Сanceled,East Timor,1013.93,37100-42080,"Shaft Assy, Propeller W/Center Bearing",1050.63,1,DHL Express
3898,YP2781-3,Paid,Qatar,60.11,45100-60440-E0,"Wheel Assy, Steering",332.99,1,FedEx Priority
3740,YP4705-1,Сanceled,Norway,30.18,MB959270,"Panel,Headlamp Support,Upr",107.25,1,FedEx Priority
3933,YP4931-1,Awaiting payment,France,47.53,52159-53914,"Cover, Rear Bumper",1030.8,1,FedEx Priority
3286,YP4125-1,Awaiting payment,Australia,59.29,32917-60090,"Duct, Transmission Oil Cooler Air",91.34,1,DHL Express
3100,YP3877-1,Paid,Switzerland,149.53,90430-18008,"Gasket, Refill Plug(Cvt)",0.92,2,DHL Express
3208,YP4025-1,Сanceled,Mongolia,0,81481-48140,"Cover, Fog Lamp, Rh",43.91,1,
3482,YP4357-1,Awaiting payment,Georgia,25.2,12204-50020,"Valve Sub-Assy, Ventilation",16.38,1,International Express
3896,YP4883-1,Paid,Sweden,40.64,46590-48050,"Shoe Assy, Parking Brake, Lh No.2",27.96,1,FedEx Priority
3349,YP4200-1,Сanceled,Australia,51.03,16470-54191,"Tank Assy, Radiator Reserve",88.5,1,DHL Express
3653,YP4604-1,Awaiting payment,Iraq,63.93,58084-0C010-C0,"Cover Sub-Assy, Console, Rear",22.46,1,FedEx Priority
3474,YP1711-3,Awaiting payment,United States,56.4,35667-71010,"Disk, Direct Clutch",24.89,4,FedEx Priority
3996,YP4316-3,Awaiting payment,East Timor,315.24,90116-08409,Washer,1.3599999999999999,1,DHL Express
4003,YP2174-4,Paid,United States,55.08,90564-A0068,Shim(For Rear Differential Side Gear Thrust),3.73,1,FedEx Priority
4175,YP5217-2,Awaiting payment,United States,28.12,17167-74231,"Insulator, Exhaust Manifold Heat, No.1",69.88,1,FedEx Priority
4084,YP5112-1,Paid,Great Britain,23.76,44412-28330,"Hose, Return",29.48,1,FedEx Priority
3506,YP2797-5,Awaiting payment,United States,28.17,23344-54010,"Ring, O(For Drain Plug)",1.67,1,FedEx Priority
3435,YP4302-1,Сanceled,Great Britain,27.87,32907-60100,"Tube, Oil Cooler",24.17,1,Japan Post
3989,YP4993-1,On hold,United States,32.67,53901-35050,"Panel, Front Valance",418.76,1,FedEx Priority
3872,YP4849-1,Сanceled,Mexico,35.29,74631-12070-E0,"Hook, Coat",9.85,1,FedEx Priority
3562,YP4470-1,Awaiting payment,Netherlands,250.96,13565-32010,"Spring, Chain Damper",3.41,1,Express Mail Service
3604,YP2103-2,Awaiting payment,New Zealand,239.05,90916-03089,Thermostat,23.14,1,FedEx Priority
3158,YP3967-1,Paid,United States,22.82,C9951-22002,New Genuine Part,27.34,1,FedEx Priority
4003,YP2174-4,Paid,United States,55.08,90564-A0083,Shim(For Rear Differential Side Gear Thrust),3.73,1,FedEx Priority
3843,YP4817-1,Сanceled,United States,2344.93,52119-58934,"Cover, Front Bumper",325.22,1,DHL Express
3222,YP4043-2,Paid,United Arab Emirates,34,90467-06096,"Cap, Plastic",1.04,1,FedEx Priority
3742,YP4606-2,Сanceled,Great Britain,318.19,5370B651,"Shield,Fr Wheelhouse Splash,Lh",73.78,1,FedEx Priority
3655,YP4474-1,Paid,Great Britain,33.97,MS240145,"Bolt,Eng Control Equip",2.46,6,FedEx Priority
3235,YP4059-1,Сanceled,Kuwait,66.83,75762-60030,"Moulding, Rear Door Window Frame, Front Lh",37,1,FedEx Priority
3793,YP4750-1,Paid,United States,28.17,69350-28150,"Lock Assy, Back Door, W/Courtesy Lamp Switch",138.65,1,FedEx Priority
4167,YP5210-1,On hold,United States,27.01,87910-29515,"Mirror Assy, Outer Rear View, Rh",154.35,1,FedEx Priority
3961,YP2824-6,On hold,Saudi Arabia,171.4,68520-01J00,Lid-Glove Box,125.59,1,FedEx Priority
3715,YP4645-1,Paid,United States,36.05,90445-14172,New Genuine Part,34.72,1,Japan Post
3400,YP2088-3,Сanceled,United States,35.62,09111-12080,Jack Assy,76.32,1,FedEx Priority
3486,YP1593-1,Awaiting payment,Finland,26.26,74320-60860-B1,"Visor Assy, Lh",162,1,FedEx Priority
3499,YP563-9,Paid,United States,30.93,81536-52A80,"Led, Rear Combination Lamp",29.13,2,FedEx Priority
4169,YP5212-1,Awaiting payment,Great Britain,28.41,45046-49095,"End Sub-Assy, Tie Rod, Rh",51.31,1,FedEx Priority
3396,YP4254-1,Paid,United States,22.76,G601-10-511A,"Cover(Up.),Timing Chain",8.67,1,FedEx Priority
3767,YP2081-5,Сanceled,United States,52.96,13265-60012,"Bolt, Connecting Rod",20.32,12,FedEx Priority
3109,YP3898-1,Paid,United States,22.82,90311-12002,"Oil Seal, Transaxle Parking Brake, Type T",4.62,2,FedEx Priority
4079,YP5108-1,Awaiting payment,Australia,42.07,31377-12U00,Bolt Fr Cover,1.9,3,Japan Post
4152,YP5186-1,Paid,Great Britain,33.65,77255-26350,"Tube, Fuel Return",48.73,1,Japan Post
3198,YP3172-6,Сanceled,Kenya,48.2,58843-12260-B0,"Bezel, Shifting Hole",29.06,1,DHL Express
3919,YP4910-1,On hold,Japan,0,MD072946,"Shaft,Inlet Valve Rocker Arm",68.49,1,Japan Post
3853,YP4827-1,Paid,Pakistan,33.83,87139-50100-79,"Filter, Clean Air",51.27,1,FedEx Priority
3187,YP3998-2,Сanceled,Saudi Arabia,293.9,67620-89187-04,"Board Sub-Assy, Front Door Trim, Lh",169.78,1,FedEx Priority
3301,YP4139-1,Paid,Norway,37.53,99367-C0810,"Belt, V(For Fan & Alternator)",54.53,1,FedEx Priority
3120,YP3918-1,Completed,Canada,97.24,51209-60220,"Crossmember Sub-Assy, Frame, Rear",329.34,1,FedEx Priority
3868,YP4843-1,Сanceled,United States,22.54,45222-35010,"Cover, Steering Gear Dust",12.06,1,FedEx Priority
4047,YP5063-1,On hold,United States,416.13,W023-50-032A,Protector(R),16.95,1,Japan Post
3688,YP4650-1,Paid,Iceland,113.61,47781-12170,"Cover Sub-Assy, Disc Brake Dust, Front Rh",20.4,2,FedEx Priority
4036,YP4901-1,Awaiting payment,United States,26.95,15196-1KC0A,Gskt-Oil T/C Ou,2.31,1,FedEx Priority
3487,YP4367-1,Awaiting payment,Dominican Republic,4357.6,53801-02110,"Fender Sub-Assy, Front Rh",191.12,1,DHL Express
3661,YP4619-1,Paid,Oman,18.48,68620-WAA01,"Check Assy, Front Door, Lh",50.95,1,GULF Express
3815,YP4783-1,Awaiting payment,New Zealand,26.98,B092-52-518,"Holder,Rod",2.7199999999999998,1,Japan Post
4047,YP5063-1,On hold,United States,416.13,W023-78-036,Bolt,4.75,1,Japan Post
3945,YP4940-1,Сanceled,Wallis and Futuna Islands,122.71,04111-54191,"Gasket Kit, Engine Overhaul",345.32,1,FedEx Priority
3704,YP4669-1,Сanceled,United States,46.82,23820-51020,"Rail Assy, Common",577.11,1,DHL Express
3918,YP4907-1,Awaiting payment,United States,53.6,58112-52901,"Pan, Front Floor, Lh",205.07,1,FedEx Priority
3688,YP4650-1,Paid,Iceland,113.61,77216-12070,"Support, Fuel Tank Filler Pipe, No.1",11.84,2,FedEx Priority
3447,YP4316-1,Сanceled,East Timor,273.02,90201-10084,"Washer, No.2 (For Center Support Bearing)",4.97,1,DHL Express
3145,YP3660-2,Сanceled,Finland,26.26,ME203102,"Valve,Exhaust",35.63,8,FedEx Priority
3399,YP4256-1,Awaiting payment,United States,420.46,12371-36040,"Insulator, Engine Mounting, Rear",90.72,1,FedEx Priority
3139,YP3946-1,Paid,Australia,33.67,AJ03-10-523,"Gasket,Timing Cover",35.28,1,DHL Express
3512,YP4407-2,Сanceled,Ireland,27.95,75553-12120,"Moulding, Roof Drip Side Finish, Rh",37.15,1,Japan Post
3173,YP3555-2,Paid,United States,60.06,32849-V5003,Pin Control Arm,3.9699999999999998,1,Japan Post
4013,YP4401-2,On hold,United States,33.58,44369-12010,"Bracket, Oil Reservoir, No.1",15.6,1,Japan Post
3889,YP4873-1,On hold,Ireland,25.96,75311-1A740,"Emblem, Radiator Grille (Or Front Panel)",27.96,1,FedEx Priority
4154,YP5191-1,Paid,Bahrain,46.63,16361-03101,"Fan, No.2",91.85,1,GULF Express
4036,YP4901-1,Awaiting payment,United States,26.95,14416-VB300,Stud-Turbo Char,3.8,2,FedEx Priority
3491,YP4227-1,Awaiting payment,Germany,27.95,89542-50041,"Sensor, Speed, Front Rh",180.14,1,Japan Post
3148,YP3880-1,Paid,Malaysia,30.48,81550-52110,"Lamp Assy, Rear Combination, Rh",269.46,1,Express Mail Service
4109,YP5143-1,On hold,United States,24.89,52154-60010,"Stay Sub-Assy, Rear Bumper, Lh",23.14,1,FedEx Priority
4106,YP2729-2,On hold,Sierra Leone,60.65,23100-49096,Pump,139.56,1,DHL Express
3352,YP3398-2,Awaiting payment,Norway,27.87,91611-60828,Bolt(For Clutch Release Cylinder Setting),1.72,1,Japan Post
4003,YP2174-4,Paid,United States,55.08,90564-A0060,Shim(For Rear Differential Side Gear Thrust),3.73,1,FedEx Priority
3731,YP4690-1,Awaiting payment,Sweden,26.11,81561-60861,"Lens, Rear Combination Lamp, Lh",89.72,1,FedEx Priority
3569,YP4481-1,Awaiting payment,East Timor,164.04,55475-60030,"Garnish, Instrument Cluster Finish Panel, No.2",39.11,1,DHL Express
4080,YP5106-2,On hold,Indonesia,18.15,81274-50050,"Gasket, License Plate Lamp Body",6.1,2,Japan Post
3831,YP3592-3,Paid,United States,39.94,53852-60060-B1,"Pad, Front Wheel Opening Extension, No.1",19.9,1,FedEx Priority
3312,YP4071-2,Paid,Sweden,30.32,99971-1000,"Washer,Spring",1.53,4,FedEx Priority
3149,YP3958-1,Awaiting payment,South Africa,130.39,90344-53011,"Plug, W/Head Taper Screw, No.1",3.39,1,DHL Express
3415,YP4272-1,Paid,Finland,26.19,93306-30446-00,Bearing,35.03,1,FedEx Priority
3751,YP4714-1,Awaiting payment,South Africa,45.25,13711-74140,"Valve, Intake",20.61,2,DHL Express
3974,YP2679-2,Paid,United States,22.73,MD113400,"Bolt,A/T Drive Plate",3.8,8,FedEx Priority
4038,YP1769-3,Сanceled,Jamaica,131.6,48531-80744,"Absorber Assy, Shock, Rear Rh",79.75,2,FedEx Priority
3917,YP4906-1,On hold,Saudi Arabia,92.89,58510-89274-05,"Mat, Floor, Front",297.64,1,FedEx Priority
3340,YP744-1,Paid,Bhutan,488.14,48482-BZ010,"Seat, Rear Spring, Lower",20.2,2,DHL Express
3907,YP3441-2,Сanceled,Panama,36.02,84306-60080,"Cable Sub-Assy, Spiral",171.18,1,FedEx Priority
3661,YP4619-1,Paid,Oman,18.48,68740-WAA01,"Hinge Assy, Front Door, Lower Lh",40.64,1,GULF Express
4130,YP5166-1,Paid,Oman,15.85,81482-0C021,"Cover, Fog Lamp, Lh",31.57,1,GULF Express
3832,YP4798-3,Awaiting payment,Indonesia,28.39,47121-11020,"Pad, Brake Pedal",39.94,1,FedEx Priority
3860,YP4836-1,Сanceled,United States,24.74,31301-35170,"Pedal Sub-Assy, Clutch",29.81,1,FedEx Priority
3176,YP3984-1,Awaiting payment,Israel,69.44,68950-0R020,"Stay Assy, Back Door, Rh",119.32,1,DHL Express
3636,YP4584-1,Awaiting payment,Mexico,35.82,12305-21220,"Insulator Sub-Assy, Engine Mounting, Rh",145.9,1,FedEx Priority
3963,YP4969-1,Paid,Spain,26.11,81551-90K14,"Lens, Rear Combination Lamp, Rh",142.41,1,FedEx Priority
4044,YP2771-1,On hold,United States,32.67,72525-89105-B0,"Handle, Reclining Adjuster Release, Rh",6.95,1,FedEx Priority
4088,YP5116-1,Paid,United States,24.89,63496-60040,"Cover, Roof Rack Leg, Center Lh",24.07,1,FedEx Priority
3184,YP3996-1,Сanceled,United States,21.25,55877-17010,"Cover, Cowl Vent, Rh",3.25,1,FedEx Priority
3149,YP3958-1,Awaiting payment,South Africa,130.39,85212-23040,"Blade Assy, Windshield Wiper",35.43,1,DHL Express
3233,YP4055-2,Awaiting payment,Cyprus,28.77,B3H7-15-171A,Thermostat,29.72,1,FedEx Priority
3814,YP4522-1,Paid,East Timor,278.86,MR528836,"Oil Filter,A/T Valve Body",42.8,1,FedEx Priority
3999,YP5008-1,Awaiting payment,Saudi Arabia,46.27,90915-10009-79,"Filter Sub-Assy, Oil",23.06,1,Japan Post
4005,YP3941-1,Awaiting payment,Singapore,18.15,4013A426,"Bushing,Fr Susp Lwr Arm",21.7,1,Japan Post
3874,YP4853-1,Awaiting payment,United Arab Emirates,23.77,33554-53010,"Cover, Shift Lock Release Button",1.87,1,FedEx Priority
3125,YP3920-2,Paid,Malaysia,21.51,33364-0K050,"Sleeve, Transmission Hub, No.2",65.75,1,FedEx Priority
3638,YP583-5,Paid,Australia,29.92,67862-35070,"Weatherstrip, Front Door, Lh",75.65,1,International Express
3818,YP3912-3,Сanceled,Sweden,23.85,89543-20090,"Sensor, Speed, Front Lh",259.42,1,FedEx Priority
4094,YP2729-1,Awaiting payment,Sierra Leone,60.65,23100-49096,Pump,139.56,1,DHL Express
3773,YP4462-3,Awaiting payment,Puerto Rico,77.25,23701-30050,"Pipe Sub-Assy, Injection, No.1",31.34,1,International Express
4117,YP5153-1,Paid,Japan,10.56,90987-03001,"Relay, Radiator Fan",29.44,1,Japan Post
3653,YP4604-1,Awaiting payment,Iraq,63.93,85293-0C012,"Stopper,Rear Wiper",16.14,1,FedEx Priority
3415,YP4272-1,Paid,Finland,26.19,93317-42592-00,Bearing,26.07,1,FedEx Priority
3137,YP3940-1,Paid,Australia,38.24,PN11-12-700,"Tensioner,Timing Belt",55.11,1,DHL Express
4044,YP2771-1,On hold,United States,32.67,90916-02209,"Belt, V(For Fan & Alternator)",35.32,1,FedEx Priority
4093,YP5126-1,Paid,Norway,49.16,90119-08A33,Bolt,0.76,10,International Economy Parcel
3220,YP4035-1,Awaiting payment,Hungary,90.57,90467-05090-B2,Clip,1.6800000000000002,4,FedEx Priority
3834,YP4806-1,Сanceled,Switzerland,136.61,90947-02484,"Hose, Flexible, No.2(For Front)",21.54,1,FedEx Priority
3875,YP4854-1,Awaiting payment,United States,27.89,52591-0C020,"Seal, Rear Bumper Side, Rh",4.76,1,FedEx Priority
3477,YP830-4,Paid,Australia,27.87,85031-30020,"Valve, Headlamp Cleaner Washer Hose",25.92,1,Japan Post
3129,YP3932-1,Paid,Chile,41.95,MB416897,"Cover,Fr Step,Lh",9.18,1,Express Mail Service
3992,YP4997-1,Paid,United States,24.89,90311-46004,"Seal, Oil(For Camshaft Setting)",5.26,2,FedEx Priority
4168,YP5211-1,On hold,New Zealand,63.39,MB806053,"Cable,Parking Brake,Rr Rh",79.62,1,Japan Post
4046,YP4634-2,Awaiting payment,Peru,166.77,5736A902,"Glass,Rr Door Window,Rh",84.4,1,DHL Express
3678,YP4482-2,Paid,Canada,22.88,MR510272,"Bellows,Steering Gear",27.33,1,FedEx Priority
3110,YP3902-1,Сanceled,Great Britain,23.88,B61P-13-742A,"Hose,Ventilation",5.82,1,FedEx Priority
3281,YP4113-2,Completed,Malaysia,18.25,74638-28010-B0,"Plug, Assist Grip, No.2 Lh",3.06,2,Japan Post
3775,YP1788-9,Awaiting payment,Israel,452.08,13101-31120-B0,"Piston Sub-Assy, W/Pin",42.98,6,DHL Express
3824,YP4787-2,Сanceled,Germany,185.38,43512-30300,"Disc, Front",201.14,1,Japan Post
4051,YP5067-2,On hold,United States,30.76,12371-16090,"Insulator, Engine Mounting, Rear",115.35,1,FedEx Priority
3777,YP2081-6,Awaiting payment,United States,24.89,90170-10198,"Nut, Hexagon(For Connecting Rod Bolt)",2.92,12,FedEx Priority
3425,YP3972-2,Сanceled,Ireland,31.75,75535-14200,"Moulding, Windshield, Lower",198.72,1,Japan Post
3768,YP1788-8,Сanceled,Israel,172.42,04112-31820,"Gasket Kit, Engine Valve Grind",406.26,1,FedEx Priority
4018,YP3014-2,Paid,Philippines,18.15,90254-03008-00,"Pin, Spring",2.55,1,Japan Post
3529,YP4423-1,Paid,Australia,27.95,BP4K-43-701A,"Sensor(R),Frt-A.b.s.",41.66,1,Japan Post
3693,YP4658-1,Paid,Netherlands,83.76,49151-60010,"Accumulator, Rear Suspension Control",198.59,2,FedEx Priority
3517,YP4412-1,Awaiting payment,Puerto Rico,22.54,55905-89115,"Knob, Heater Control",4.11,1,FedEx Priority
4003,YP2174-4,Paid,United States,55.08,90564-A0069,Shim(For Rear Differential Side Gear Thrust),3.73,1,FedEx Priority
3750,YP4713-1,Awaiting payment,Indonesia,50.61,7405A121,"Garnish,Qtr Panel",60.53,1,Japan Post
3519,YP4414-1,Paid,United States,41.02,13712-10010,"Valve, Intake",13.85,4,International Economy Parcel
3678,YP4482-2,Paid,Canada,22.88,MR510271,"Bellows,Steering Gear",27.33,1,FedEx Priority
3876,YP4849-2,Paid,Mexico,27.89,74220-35010-E0,"Armrest Assy, Front, Lh",72.75,1,FedEx Priority
3153,YP3961-1,Awaiting payment,United States,100.33,48725-12560,"Bush, Rear Axle Carrier, Rh",40.01,1,FedEx Priority
3376,YP4234-1,Paid,Great Britain,27.87,89465-58160,"Sensor, Oxygen",84.22,1,Japan Post
3813,YP4782-2,Paid,Singapore,24.42,51960-28050,"Hook Assy, Front",23.36,2,FedEx Priority
3455,YP4325-1,Сanceled,Bahrain,53.59,MN100250,"Bushing,Fr Susp Stabilizer",10.56,2,FedEx Priority
3432,YP4298-1,Awaiting payment,United States,45.25,90919-01176,"Plug, Spark",3.33,6,DHL Express
3947,YP4940-2,Сanceled,Wallis and Futuna Islands,84.2,16340-54010,Thermostat,26.77,1,FedEx Priority
3525,YP4419-1,Сanceled,United States,25.02,68740-14020,"Hinge Assy, Front Door, Lower Lh",40.93,1,FedEx Priority
3191,YP4002-1,Paid,Australia,43.65,87251-89113,"Joint Or Union, Water Hose Through",20.7,1,International Standard Parcel
3549,YP3452-1,Awaiting payment,Zimbabwe,48.33,85243-87401,"Rubber, Rear Wiper",5.89,1,Express Mail Service
